item,entity id,itemLabel_en,function name
http://www.wikidata.org/entity/Q1014,Q1014,Liberia,Liberia
http://www.wikidata.org/entity/Q1016,Q1016,Libya,Libya
http://www.wikidata.org/entity/Q347,Q347,Liechtenstein,Liechtenstein
http://www.wikidata.org/entity/Q37,Q37,Lithuania,Lithuania
http://www.wikidata.org/entity/Q2969231,Q2969231,Liuqiu,Liuqiu
http://www.wikidata.org/entity/Q32,Q32,Luxembourg,Luxembourg
http://www.wikidata.org/entity/Q1019,Q1019,Madagascar,Madagascar
http://www.wikidata.org/entity/Q1020,Q1020,Malawi,Malawi
http://www.wikidata.org/entity/Q833,Q833,Malaysia,Malaysia
http://www.wikidata.org/entity/Q826,Q826,Maldives,Maldives
http://www.wikidata.org/entity/Q912,Q912,Mali,Mali
http://www.wikidata.org/entity/Q6744020,Q6744020,Mallabhum,Mallabhum
http://www.wikidata.org/entity/Q233,Q233,Malta,Malta
http://www.wikidata.org/entity/Q709,Q709,Marshall Islands,Marshall_Islands
http://www.wikidata.org/entity/Q1025,Q1025,Mauritania,Mauritania
http://www.wikidata.org/entity/Q1027,Q1027,Mauritius,Mauritius
http://www.wikidata.org/entity/Q96,Q96,Mexico,Mexico
http://www.wikidata.org/entity/Q217,Q217,Moldova,Moldova
http://www.wikidata.org/entity/Q235,Q235,Monaco,Monaco
http://www.wikidata.org/entity/Q711,Q711,Mongolia,Mongolia
http://www.wikidata.org/entity/Q236,Q236,Montenegro,Montenegro
http://www.wikidata.org/entity/Q1028,Q1028,Morocco,Morocco
http://www.wikidata.org/entity/Q1029,Q1029,Mozambique,Mozambique
http://www.wikidata.org/entity/Q836,Q836,Myanmar,Myanmar
http://www.wikidata.org/entity/Q1030,Q1030,Namibia,Namibia
http://www.wikidata.org/entity/Q697,Q697,Nauru,Nauru
http://www.wikidata.org/entity/Q837,Q837,Nepal,Nepal
http://www.wikidata.org/entity/Q55,Q55,Netherlands,Netherlands
http://www.wikidata.org/entity/Q664,Q664,New Zealand,New_Zealand
http://www.wikidata.org/entity/Q811,Q811,Nicaragua,Nicaragua
http://www.wikidata.org/entity/Q1032,Q1032,Niger,Niger
http://www.wikidata.org/entity/Q1033,Q1033,Nigeria,Nigeria
http://www.wikidata.org/entity/Q34020,Q34020,Niue,Niue
http://www.wikidata.org/entity/Q423,Q423,North Korea,North_Korea
http://www.wikidata.org/entity/Q221,Q221,North Macedonia,North_Macedonia
http://www.wikidata.org/entity/Q20,Q20,Norway,Norway
http://www.wikidata.org/entity/Q842,Q842,Oman,Oman
http://www.wikidata.org/entity/Q843,Q843,Pakistan,Pakistan
http://www.wikidata.org/entity/Q695,Q695,Palau,Palau
http://www.wikidata.org/entity/Q804,Q804,Panama,Panama
http://www.wikidata.org/entity/Q691,Q691,Papua New Guinea,Papua_New_Guinea
http://www.wikidata.org/entity/Q733,Q733,Paraguay,Paraguay
http://www.wikidata.org/entity/Q148,Q148,People's Republic of China,Peoples_Republic_of_China
http://www.wikidata.org/entity/Q125422413,Q125422413,Persia,Persia
http://www.wikidata.org/entity/Q419,Q419,Peru,Peru
http://www.wikidata.org/entity/Q928,Q928,Philippines,Philippines
http://www.wikidata.org/entity/Q36,Q36,Poland,Poland
http://www.wikidata.org/entity/Q45,Q45,Portugal,Portugal
http://www.wikidata.org/entity/Q846,Q846,Qatar,Qatar
http://www.wikidata.org/entity/Q14905932,Q14905932,Republic of Cuba,Republic_of_Cuba
http://www.wikidata.org/entity/Q319881,Q319881,Republic of Formosa,Republic_of_Formosa
http://www.wikidata.org/entity/Q97704156,Q97704156,Republic of Haiti,Republic_of_Haiti
http://www.wikidata.org/entity/Q971,Q971,Republic of the Congo,Republic_of_the_Congo
http://www.wikidata.org/entity/Q218,Q218,Romania,Romania
http://www.wikidata.org/entity/Q159,Q159,Russia,Russia
http://www.wikidata.org/entity/Q1037,Q1037,Rwanda,Rwanda
http://www.wikidata.org/entity/Q28025,Q28025,Ryukyu Kingdom,Ryukyu_Kingdom
http://www.wikidata.org/entity/Q1039,Q1039,São Tomé and Príncipe,SAPSo_TomA(c)_and_PrAncipe
http://www.wikidata.org/entity/Q763,Q763,Saint Kitts and Nevis,Saint_Kitts_and_Nevis
http://www.wikidata.org/entity/Q760,Q760,Saint Lucia,Saint_Lucia
http://www.wikidata.org/entity/Q757,Q757,Saint Vincent and the Grenadines,Saint_Vincent_and_the_Grenadines
http://www.wikidata.org/entity/Q683,Q683,Samoa,Samoa
http://www.wikidata.org/entity/Q238,Q238,San Marino,San_Marino
http://www.wikidata.org/entity/Q851,Q851,Saudi Arabia,Saudi_Arabia
http://www.wikidata.org/entity/Q1041,Q1041,Senegal,Senegal
http://www.wikidata.org/entity/Q403,Q403,Serbia,Serbia
http://www.wikidata.org/entity/Q1042,Q1042,Seychelles,Seychelles
http://www.wikidata.org/entity/Q1044,Q1044,Sierra Leone,Sierra_Leone
http://www.wikidata.org/entity/Q334,Q334,Singapore,Singapore
http://www.wikidata.org/entity/Q26273,Q26273,Sint Maarten,Sint_Maarten
http://www.wikidata.org/entity/Q214,Q214,Slovakia,Slovakia
http://www.wikidata.org/entity/Q215,Q215,Slovenia,Slovenia
http://www.wikidata.org/entity/Q685,Q685,Solomon Islands,Solomon_Islands
http://www.wikidata.org/entity/Q1045,Q1045,Somalia,Somalia
http://www.wikidata.org/entity/Q258,Q258,South Africa,South_Africa
http://www.wikidata.org/entity/Q884,Q884,South Korea,South_Korea
http://www.wikidata.org/entity/Q23427,Q23427,South Ossetia,South_Ossetia
http://www.wikidata.org/entity/Q958,Q958,South Sudan,South_Sudan
http://www.wikidata.org/entity/Q130340667,Q130340667,Sovereign State of the Bektashi Order,Sovereign_State_of_the_Bektashi_Order
http://www.wikidata.org/entity/Q29,Q29,Spain,Spain
http://www.wikidata.org/entity/Q854,Q854,Sri Lanka,Sri_Lanka
http://www.wikidata.org/entity/Q219060,Q219060,State of Palestine,State_of_Palestine
http://www.wikidata.org/entity/Q1049,Q1049,Sudan,Sudan
http://www.wikidata.org/entity/Q370173,Q370173,Sultanate of Egypt,Sultanate_of_Egypt
http://www.wikidata.org/entity/Q730,Q730,Suriname,Suriname
http://www.wikidata.org/entity/Q34,Q34,Sweden,Sweden
http://www.wikidata.org/entity/Q39,Q39,Switzerland,Switzerland
http://www.wikidata.org/entity/Q858,Q858,Syria,Syria
http://www.wikidata.org/entity/Q865,Q865,Taiwan,Taiwan
http://www.wikidata.org/entity/Q863,Q863,Tajikistan,Tajikistan
http://www.wikidata.org/entity/Q924,Q924,Tanzania,Tanzania
http://www.wikidata.org/entity/Q44826,Q44826,Tarshish,Tarshish
http://www.wikidata.org/entity/Q869,Q869,Thailand,Thailand
http://www.wikidata.org/entity/Q778,Q778,The Bahamas,The_Bahamas
http://www.wikidata.org/entity/Q1005,Q1005,The Gambia,The_Gambia
http://www.wikidata.org/entity/Q945,Q945,Togo,Togo
http://www.wikidata.org/entity/Q678,Q678,Tonga,Tonga
http://www.wikidata.org/entity/Q907112,Q907112,Transnistria,Transnistria
http://www.wikidata.org/entity/Q754,Q754,Trinidad and Tobago,Trinidad_and_Tobago
http://www.wikidata.org/entity/Q2641492,Q2641492,Triveneto,Triveneto
http://www.wikidata.org/entity/Q11458165,Q11458165,Tsukaikoku,Tsukaikoku
http://www.wikidata.org/entity/Q948,Q948,Tunisia,Tunisia
http://www.wikidata.org/entity/Q43,Q43,Turkey,Turkey
http://www.wikidata.org/entity/Q874,Q874,Turkmenistan,Turkmenistan
http://www.wikidata.org/entity/Q672,Q672,Tuvalu,Tuvalu
http://www.wikidata.org/entity/Q1036,Q1036,Uganda,Uganda
http://www.wikidata.org/entity/Q212,Q212,Ukraine,Ukraine
http://www.wikidata.org/entity/Q878,Q878,United Arab Emirates,United_Arab_Emirates
http://www.wikidata.org/entity/Q145,Q145,United Kingdom,United_Kingdom
http://www.wikidata.org/entity/Q30,Q30,United States,United_States
http://www.wikidata.org/entity/Q77,Q77,Uruguay,Uruguay
http://www.wikidata.org/entity/Q265,Q265,Uzbekistan,Uzbekistan
http://www.wikidata.org/entity/Q686,Q686,Vanuatu,Vanuatu
http://www.wikidata.org/entity/Q237,Q237,Vatican City,Vatican_City
http://www.wikidata.org/entity/Q717,Q717,Venezuela,Venezuela
http://www.wikidata.org/entity/Q881,Q881,Vietnam,Vietnam
http://www.wikidata.org/entity/Q805,Q805,Yemen,Yemen
http://www.wikidata.org/entity/Q953,Q953,Zambia,Zambia
http://www.wikidata.org/entity/Q954,Q954,Zimbabwe,Zimbabwe
