language,entity id,languageLabel,function name
http://www.wikidata.org/entity/Q33375,Q33375,Hakka Chinese,Q33375_Hakka_Chinese
http://www.wikidata.org/entity/Q33410,Q33410,Haryanvi,Q33410_Haryanvi
http://www.wikidata.org/entity/Q56231,Q56231,Hassaniya Arabic,Q56231_Hassaniya_Arabic
http://www.wikidata.org/entity/Q56475,Q56475,Hausa,Q56475_Hausa
http://www.wikidata.org/entity/Q33398,Q33398,Hazaragi,Q33398_Hazaragi
http://www.wikidata.org/entity/Q9288,Q9288,Hebrew,Q9288_Hebrew
http://www.wikidata.org/entity/Q35978,Q35978,Hiligaynon,Q35978_Hiligaynon
http://www.wikidata.org/entity/Q382273,Q382273,Hindko,Q382273_Hindko
http://www.wikidata.org/entity/Q3307894,Q3307894,Hmong,Q3307894_Hmong
http://www.wikidata.org/entity/Q33270,Q33270,Ho,Q33270_Ho
http://www.wikidata.org/entity/Q56546,Q56546,Huizhou Chinese,Q56546_Huizhou_Chinese
http://www.wikidata.org/entity/Q9067,Q9067,Hungarian,Q9067_Hungarian
http://www.wikidata.org/entity/Q33424,Q33424,Iban,Q33424_Iban
http://www.wikidata.org/entity/Q33578,Q33578,Igbo,Q33578_Igbo
http://www.wikidata.org/entity/Q35936,Q35936,Ilocano,Q35936_Ilocano
http://www.wikidata.org/entity/Q9240,Q9240,Indonesian,Q9240_Indonesian
http://www.wikidata.org/entity/Q3513637,Q3513637,Iranian Persian,Q3513637_Iranian_Persian
http://www.wikidata.org/entity/Q9142,Q9142,Irish,Q9142_Irish
http://www.wikidata.org/entity/Q33417,Q33417,Isan,Q33417_Isan
http://www.wikidata.org/entity/Q652,Q652,Italian,Q652_Italian
http://www.wikidata.org/entity/Q35939,Q35939,Jamaican Patois,Q35939_Jamaican_Patois
http://www.wikidata.org/entity/Q5287,Q5287,Japanese,Q5287_Japanese
http://www.wikidata.org/entity/Q33549,Q33549,Javanese,Q33549_Javanese
http://www.wikidata.org/entity/Q56479,Q56479,Jin,Q56479_Jin
http://www.wikidata.org/entity/Q33522,Q33522,Kabardian,Q33522_Kabardian
http://www.wikidata.org/entity/Q35853,Q35853,Kabyle,Q35853_Kabyle
http://www.wikidata.org/entity/Q35379,Q35379,Kam,Q35379_Kam
http://www.wikidata.org/entity/Q2574767,Q2574767,Kamba,Q2574767_Kamba
http://www.wikidata.org/entity/Q33673,Q33673,Kannada,Q33673_Kannada
http://www.wikidata.org/entity/Q36094,Q36094,Kanuri,Q36094_Kanuri
http://www.wikidata.org/entity/Q36121,Q36121,Kapampangan,Q36121_Kapampangan
http://www.wikidata.org/entity/Q3438770,Q3438770,Karai-karai,Q3438770_Karai_karai
http://www.wikidata.org/entity/Q33720,Q33720,Karay-a,Q33720_Karay_a
http://www.wikidata.org/entity/Q1364815,Q1364815,Karenic,Q1364815_Karenic
http://www.wikidata.org/entity/Q33552,Q33552,Kashmiri,Q33552_Kashmiri
http://www.wikidata.org/entity/Q9252,Q9252,Kazakh,Q9252_Kazakh
http://www.wikidata.org/entity/Q1199751,Q1199751,Kelantan-Pattani Malay,Q1199751_Kelantan_Pattani_Malay
http://www.wikidata.org/entity/Q6399808,Q6399808,Khalkha Mongolian,Q6399808_Khalkha_Mongolian
http://www.wikidata.org/entity/Q56601,Q56601,Khams Tibetan,Q56601_Khams_Tibetan
http://www.wikidata.org/entity/Q33726,Q33726,Khandeshi,Q33726_Khandeshi
http://www.wikidata.org/entity/Q9205,Q9205,Khmer,Q9205_Khmer
http://www.wikidata.org/entity/Q3270727,Q3270727,Kiga,Q3270727_Kiga
http://www.wikidata.org/entity/Q33573,Q33573,Kinyarwanda,Q33573_Kinyarwanda
http://www.wikidata.org/entity/Q33583,Q33583,Kirundi,Q33583_Kirundi
http://www.wikidata.org/entity/Q33702,Q33702,Kongo,Q33702_Kongo
http://www.wikidata.org/entity/Q6429269,Q6429269,Kongu Tamil,Q6429269_Kongu_Tamil
http://www.wikidata.org/entity/Q34239,Q34239,Konkani,Q34239_Konkani
http://www.wikidata.org/entity/Q9176,Q9176,Korean,Q9176_Korean
http://www.wikidata.org/entity/Q33529,Q33529,Kumaoni,Q33529_Kumaoni
http://www.wikidata.org/entity/Q36368,Q36368,Kurdish,Q36368_Kurdish
http://www.wikidata.org/entity/Q36163,Q36163,Kurmanji,Q36163_Kurmanji
http://www.wikidata.org/entity/Q33492,Q33492,Kurukh,Q33492_Kurukh
http://www.wikidata.org/entity/Q9255,Q9255,Kyrgyz,Q9255_Kyrgyz
http://www.wikidata.org/entity/Q36494,Q36494,K’iche’,Q36494_Kiche
http://www.wikidata.org/entity/Q56483,Q56483,Laki,Q56483_Laki
http://www.wikidata.org/entity/Q33474,Q33474,Lambadi,Q33474_Lambadi
http://www.wikidata.org/entity/Q35670,Q35670,Lango,Q35670_Lango
http://www.wikidata.org/entity/Q9211,Q9211,Lao,Q9211_Lao
http://www.wikidata.org/entity/Q9078,Q9078,Latvian,Q9078_Latvian
http://www.wikidata.org/entity/Q56593,Q56593,Levantine Arabic,Q56593_Levantine_Arabic
http://www.wikidata.org/entity/Q56503,Q56503,Libyan Arabic,Q56503_Libyan_Arabic
http://www.wikidata.org/entity/Q102172,Q102172,Limburgish,Q102172_Limburgish
http://www.wikidata.org/entity/Q36217,Q36217,Lingala,Q36217_Lingala
http://www.wikidata.org/entity/Q9083,Q9083,Lithuanian,Q9083_Lithuanian
http://www.wikidata.org/entity/Q33754,Q33754,Lombard,Q33754_Lombard
http://www.wikidata.org/entity/Q25433,Q25433,Low German,Q25433_Low_German
http://www.wikidata.org/entity/Q34173,Q34173,Luba-Kasai,Q34173_Luba_Kasai
http://www.wikidata.org/entity/Q33368,Q33368,Luganda,Q33368_Luganda
http://www.wikidata.org/entity/Q9296,Q9296,Macedonian,Q9296_Macedonian
http://www.wikidata.org/entity/Q36213,Q36213,Madurese,Q36213_Madurese
http://www.wikidata.org/entity/Q33728,Q33728,Magahi,Q33728_Magahi
http://www.wikidata.org/entity/Q33717,Q33717,Maguindanao,Q33717_Maguindanao
http://www.wikidata.org/entity/Q36109,Q36109,Maithili,Q36109_Maithili
http://www.wikidata.org/entity/Q33643,Q33643,Makassar,Q33643_Makassar
http://www.wikidata.org/entity/Q33882,Q33882,Makhuwa,Q33882_Makhuwa
http://www.wikidata.org/entity/Q35172,Q35172,Makonde,Q35172_Makonde
http://www.wikidata.org/entity/Q7930,Q7930,Malagasy,Q7930_Malagasy
http://www.wikidata.org/entity/Q9237,Q9237,Malay,Q9237_Malay
http://www.wikidata.org/entity/Q36236,Q36236,Malayalam,Q36236_Malayalam
http://www.wikidata.org/entity/Q15065,Q15065,Malaysian Malay / Malaysian,Q15065_Malaysian_Malay__Malaysian
http://www.wikidata.org/entity/Q33413,Q33413,Malvi,Q33413_Malvi
http://www.wikidata.org/entity/Q2891049,Q2891049,Mandailing Batak,Q2891049_Mandailing_Batak
http://www.wikidata.org/entity/Q9192,Q9192,Mandarin,Q9192_Mandarin
http://www.wikidata.org/entity/Q33678,Q33678,Mandinka,Q33678_Mandinka
http://www.wikidata.org/entity/Q36186,Q36186,Maninka,Q36186_Maninka
http://www.wikidata.org/entity/Q33730,Q33730,Mapudungun,Q33730_Mapudungun
http://www.wikidata.org/entity/Q1571,Q1571,Marathi,Q1571_Marathi
http://www.wikidata.org/entity/Q65455884,Q65455884,Marwari,Q65455884_Marwari
http://www.wikidata.org/entity/Q56312,Q56312,Marwari,Q56312_Marwari
http://www.wikidata.org/entity/Q13356,Q13356,Mazanderani,Q13356_Mazanderani
http://www.wikidata.org/entity/Q33868,Q33868,Meitei,Q33868_Meitei
http://www.wikidata.org/entity/Q11732445,Q11732445,Merwari,Q11732445_Merwari
http://www.wikidata.org/entity/Q56232,Q56232,Mesopotamian Arabic,Q56232_Mesopotamian_Arabic
http://www.wikidata.org/entity/Q2992857,Q2992857,Mewari,Q2992857_Mewari
http://www.wikidata.org/entity/Q2605943,Q2605943,Mewati,Q2605943_Mewati
http://www.wikidata.org/entity/Q33813,Q33813,Miao,Q33813_Miao
http://www.wikidata.org/entity/Q13324,Q13324,Minangkabau,Q13324_Minangkabau
http://www.wikidata.org/entity/Q36510,Q36510,Modern Greek,Q36510_Modern_Greek
http://www.wikidata.org/entity/Q9246,Q9246,Mongolian,Q9246_Mongolian
http://www.wikidata.org/entity/Q36096,Q36096,Mooré,Q36096_Moore
http://www.wikidata.org/entity/Q56426,Q56426,Moroccan Arabic,Q56426_Moroccan_Arabic
http://www.wikidata.org/entity/Q3327828,Q3327828,Mundari,Q3327828_Mundari
http://www.wikidata.org/entity/Q3236789,Q3236789,Muong,Q3236789_Muong
http://www.wikidata.org/entity/Q765922,Q765922,Nagpuri,Q765922_Nagpuri
http://www.wikidata.org/entity/Q13300,Q13300,Nahuatl,Q13300_Nahuatl
http://www.wikidata.org/entity/Q33845,Q33845,Neapolitan,Q33845_Neapolitan
http://www.wikidata.org/entity/Q3915909,Q3915909,Negeri Sembilan Malay,Q3915909_Negeri_Sembilan_Malay
http://www.wikidata.org/entity/Q33823,Q33823,Nepali,Q33823_Nepali
http://www.wikidata.org/entity/Q56356571,Q56356571,New Persian,Q56356571_New_Persian
http://www.wikidata.org/entity/Q36129,Q36129,Nigerian Fulfulde,Q36129_Nigerian_Fulfulde
http://www.wikidata.org/entity/Q33655,Q33655,Nigerian Pidgin,Q33655_Nigerian_Pidgin
http://www.wikidata.org/entity/Q3502294,Q3502294,Nimadi,Q3502294_Nimadi
http://www.wikidata.org/entity/Q3515311,Q3515311,North Azerbaijani,Q3515311_North_Azerbaijani
http://www.wikidata.org/entity/Q22809485,Q22809485,North Levantine Arabic,Q22809485_North_Levantine_Arabic
http://www.wikidata.org/entity/Q3502234,Q3502234,Northern Khmer,Q3502234_Northern_Khmer
http://www.wikidata.org/entity/Q19933293,Q19933293,Northern Luri,Q19933293_Northern_Luri
http://www.wikidata.org/entity/Q36457,Q36457,Northern Min,Q36457_Northern_Min
http://www.wikidata.org/entity/Q35613,Q35613,Northern Ndebele,Q35613_Northern_Ndebele
http://www.wikidata.org/entity/Q12642194,Q12642194,Northern Pashto,Q12642194_Northern_Pashto
http://www.wikidata.org/entity/Q33890,Q33890,Northern Sotho,Q33890_Northern_Sotho
http://www.wikidata.org/entity/Q565110,Q565110,Northern Thai,Q565110_Northern_Thai
http://www.wikidata.org/entity/Q9043,Q9043,Norwegian,Q9043_Norwegian
http://www.wikidata.org/entity/Q34235,Q34235,Nuosu,Q34235_Nuosu
http://www.wikidata.org/entity/Q33810,Q33810,Odia,Q33810_Odia
http://www.wikidata.org/entity/Q33864,Q33864,Oromo,Q33864_Oromo
http://www.wikidata.org/entity/Q33879,Q33879,Pangasinan,Q33879_Pangasinan
http://www.wikidata.org/entity/Q58680,Q58680,Pashto,Q58680_Pashto
http://www.wikidata.org/entity/Q9168,Q9168,Persian,Q9168_Persian
http://www.wikidata.org/entity/Q15085,Q15085,Piedmontese,Q15085_Piedmontese
http://www.wikidata.org/entity/Q809,Q809,Polish,Q809_Polish
http://www.wikidata.org/entity/Q5146,Q5146,Portuguese,Q5146_Portuguese
http://www.wikidata.org/entity/Q56583,Q56583,Pu-Xian Min,Q56583_Pu_Xian_Min
http://www.wikidata.org/entity/Q1420205,Q1420205,Pulaar,Q1420205_Pulaar
http://www.wikidata.org/entity/Q58635,Q58635,Punjabi,Q58635_Punjabi
http://www.wikidata.org/entity/Q5218,Q5218,Quechua,Q5218_Quechua
http://www.wikidata.org/entity/Q13196,Q13196,Rajasthani,Q13196_Rajasthani
http://www.wikidata.org/entity/Q3241177,Q3241177,Rohingya,Q3241177_Rohingya
http://www.wikidata.org/entity/Q1641543,Q1641543,Romagnol,Q1641543_Romagnol
http://www.wikidata.org/entity/Q13201,Q13201,Romani,Q13201_Romani
http://www.wikidata.org/entity/Q7913,Q7913,Romanian,Q7913_Romanian
http://www.wikidata.org/entity/Q13207,Q13207,Runyankole,Q13207_Runyankole
http://www.wikidata.org/entity/Q7737,Q7737,Russian,Q7737_Russian
http://www.wikidata.org/entity/Q56410,Q56410,S'gaw Karen,Q56410_Sgaw_Karen
http://www.wikidata.org/entity/Q10867404,Q10867404,Sabah Malay,Q10867404_Sabah_Malay
http://www.wikidata.org/entity/Q6433240,Q6433240,Sambalpuri,Q6433240_Sambalpuri
http://www.wikidata.org/entity/Q33954,Q33954,Sango,Q33954_Sango
http://www.wikidata.org/entity/Q33965,Q33965,Santali,Q33965_Santali
http://www.wikidata.org/entity/Q56578,Q56578,Sanʽani Arabic,Q56578_Sanani_Arabic
http://www.wikidata.org/entity/Q33902,Q33902,Saraiki,Q33902_Saraiki
http://www.wikidata.org/entity/Q33976,Q33976,Sardinian,Q33976_Sardinian
http://www.wikidata.org/entity/Q1294047,Q1294047,Sasak,Q1294047_Sasak
http://www.wikidata.org/entity/Q56592,Q56592,Saʽidi Arabic,Q56592_Saidi_Arabic
http://www.wikidata.org/entity/Q14549,Q14549,Scots,Q14549_Scots
http://www.wikidata.org/entity/Q2707343,Q2707343,Sebat Bet Gurage,Q2707343_Sebat_Bet_Gurage
http://www.wikidata.org/entity/Q9299,Q9299,Serbian,Q9299_Serbian
http://www.wikidata.org/entity/Q9301,Q9301,Serbo-Croatian,Q9301_Serbo_Croatian
http://www.wikidata.org/entity/Q36284,Q36284,Serer,Q36284_Serer
http://www.wikidata.org/entity/Q34340,Q34340,Sesotho,Q34340_Sesotho
http://www.wikidata.org/entity/Q56482,Q56482,Shan,Q56482_Shan
http://www.wikidata.org/entity/Q33274,Q33274,Shawiya,Q33274_Shawiya
http://www.wikidata.org/entity/Q36486,Q36486,Shilluk,Q36486_Shilluk
http://www.wikidata.org/entity/Q34004,Q34004,Shona,Q34004_Shona
http://www.wikidata.org/entity/Q56497,Q56497,Shuwa,Q56497_Shuwa
http://www.wikidata.org/entity/Q33973,Q33973,Sicilian,Q33973_Sicilian
http://www.wikidata.org/entity/Q33786,Q33786,Sidamo,Q33786_Sidamo
http://www.wikidata.org/entity/Q33997,Q33997,Sindhi,Q33997_Sindhi
http://www.wikidata.org/entity/Q13267,Q13267,Sinhala,Q13267_Sinhala
http://www.wikidata.org/entity/Q9058,Q9058,Slovak,Q9058_Slovak
http://www.wikidata.org/entity/Q9063,Q9063,Slovene,Q9063_Slovene
http://www.wikidata.org/entity/Q13275,Q13275,Somali,Q13275_Somali
http://www.wikidata.org/entity/Q36660,Q36660,Soninke,Q36660_Soninke
http://www.wikidata.org/entity/Q36811,Q36811,Sorani,Q36811_Sorani
http://www.wikidata.org/entity/Q3449805,Q3449805,South Azerbaijani,Q3449805_South_Azerbaijani
http://www.wikidata.org/entity/Q1307730,Q1307730,South Bolivian Quechua,Q1307730_South_Bolivian_Quechua
http://www.wikidata.org/entity/Q55633582,Q55633582,South Levantine Arabic,Q55633582_South_Levantine_Arabic
http://www.wikidata.org/entity/Q1496597,Q1496597,Southern Kurdish,Q1496597_Southern_Kurdish
http://www.wikidata.org/entity/Q36495,Q36495,Southern Min,Q36495_Southern_Min
http://www.wikidata.org/entity/Q16112855,Q16112855,Southern Pashto,Q16112855_Southern_Pashto
http://www.wikidata.org/entity/Q56508,Q56508,Southern Thai,Q56508_Southern_Thai
http://www.wikidata.org/entity/Q1066787,Q1066787,Southern Uzbek,Q1066787_Southern_Uzbek
http://www.wikidata.org/entity/Q1321,Q1321,Spanish,Q1321_Spanish
http://www.wikidata.org/entity/Q727694,Q727694,Standard Chinese,Q727694_Standard_Chinese
http://www.wikidata.org/entity/Q12361545,Q12361545,Standard Estonian,Q12361545_Standard_Estonian
http://www.wikidata.org/entity/Q110620923,Q110620923,Standard Indonesian,Q110620923_Standard_Indonesian
http://www.wikidata.org/entity/Q17993025,Q17993025,Standard Persian,Q17993025_Standard_Persian
http://www.wikidata.org/entity/Q56573,Q56573,Sudanese Arabic,Q56573_Sudanese_Arabic
http://www.wikidata.org/entity/Q2638144,Q2638144,Sukuma,Q2638144_Sukuma
http://www.wikidata.org/entity/Q34002,Q34002,Sundanese,Q34002_Sundanese
http://www.wikidata.org/entity/Q33990,Q33990,Susu,Q33990_Susu
http://www.wikidata.org/entity/Q7838,Q7838,Swahili,Q7838_Swahili
http://www.wikidata.org/entity/Q3197533,Q3197533,Swahili,Q3197533_Swahili
http://www.wikidata.org/entity/Q34014,Q34014,Swazi,Q34014_Swazi
http://www.wikidata.org/entity/Q9027,Q9027,Swedish,Q9027_Swedish
http://www.wikidata.org/entity/Q387066,Q387066,Swiss German,Q387066_Swiss_German
http://www.wikidata.org/entity/Q2044560,Q2044560,Sylheti,Q2044560_Sylheti
http://www.wikidata.org/entity/Q34152,Q34152,Tachelhit,Q34152_Tachelhit
http://www.wikidata.org/entity/Q34057,Q34057,Tagalog,Q34057_Tagalog
http://www.wikidata.org/entity/Q9260,Q9260,Tajik,Q9260_Tajik
http://www.wikidata.org/entity/Q5885,Q5885,Tamil,Q5885_Tamil
http://www.wikidata.org/entity/Q34174,Q34174,Tarifit,Q34174_Tarifit
http://www.wikidata.org/entity/Q25285,Q25285,Tatar,Q25285_Tatar
http://www.wikidata.org/entity/Q34142,Q34142,Tausug,Q34142_Tausug
http://www.wikidata.org/entity/Q56579,Q56579,Taʽizzi-Adeni Arabic,Q56579_Taizzi_Adeni_Arabic
http://www.wikidata.org/entity/Q8097,Q8097,Telugu,Q8097_Telugu
http://www.wikidata.org/entity/Q9217,Q9217,Thai,Q9217_Thai
http://www.wikidata.org/entity/Q34271,Q34271,Tibetan,Q34271_Tibetan
http://www.wikidata.org/entity/Q34124,Q34124,Tigrinya,Q34124_Tigrinya
http://www.wikidata.org/entity/Q33017,Q33017,Toba Batak,Q33017_Toba_Batak
http://www.wikidata.org/entity/Q34159,Q34159,Tok Pisin,Q34159_Tok_Pisin
http://www.wikidata.org/entity/Q34101,Q34101,Tonga,Q34101_Tonga
http://www.wikidata.org/entity/Q180937,Q180937,Tosk,Q180937_Tosk
http://www.wikidata.org/entity/Q34327,Q34327,Tsonga,Q34327_Tsonga
http://www.wikidata.org/entity/Q2085051,Q2085051,Tswa,Q2085051_Tswa
http://www.wikidata.org/entity/Q34137,Q34137,Tswana,Q34137_Tswana
http://www.wikidata.org/entity/Q34065,Q34065,Tuareg,Q34065_Tuareg
http://www.wikidata.org/entity/Q34251,Q34251,Tulu,Q34251_Tulu
http://www.wikidata.org/entity/Q34138,Q34138,Tumbuka,Q34138_Tumbuka
http://www.wikidata.org/entity/Q56240,Q56240,Tunisian Arabic,Q56240_Tunisian_Arabic
http://www.wikidata.org/entity/Q256,Q256,Turkish,Q256_Turkish
http://www.wikidata.org/entity/Q9267,Q9267,Turkmen,Q9267_Turkmen
http://www.wikidata.org/entity/Q36850,Q36850,Twi,Q36850_Twi
http://www.wikidata.org/entity/Q2511476,Q2511476,Tày,Q2511476_Tay
