area,areaLabel_en
http://www.wikidata.org/entity/Q36943,Wolayttattuwa
http://www.wikidata.org/entity/Q36983,Umbundu
http://www.wikidata.org/entity/Q34004,Shona
http://www.wikidata.org/entity/Q36494,K’iche’
http://www.wikidata.org/entity/Q36486,Shilluk
http://www.wikidata.org/entity/Q36495,Southern Min
http://www.wikidata.org/entity/Q131339,Alemannic
http://www.wikidata.org/entity/Q102172,Limburgish
http://www.wikidata.org/entity/Q8785,Armenian
http://www.wikidata.org/entity/Q35613,Northern Ndebele
http://www.wikidata.org/entity/Q35394,Domari
http://www.wikidata.org/entity/Q8798,Ukrainian
http://www.wikidata.org/entity/Q35670,Lango
http://www.wikidata.org/entity/Q35853,Kabyle
http://www.wikidata.org/entity/Q36510,Modern Greek
http://www.wikidata.org/entity/Q36663,Urhobo
http://www.wikidata.org/entity/Q36660,Soninke
http://www.wikidata.org/entity/Q168446,West Low German
http://www.wikidata.org/entity/Q56497,Shuwa
http://www.wikidata.org/entity/Q56499,Algerian Arabic
http://www.wikidata.org/entity/Q2707343,Sebat Bet Gurage
http://www.wikidata.org/entity/Q2891049,Mandailing Batak
http://www.wikidata.org/entity/Q34327,Tsonga
http://www.wikidata.org/entity/Q58635,Punjabi
http://www.wikidata.org/entity/Q34257,Wolof
http://www.wikidata.org/entity/Q36109,Maithili
http://www.wikidata.org/entity/Q34271,Tibetan
http://www.wikidata.org/entity/Q56240,Tunisian Arabic
http://www.wikidata.org/entity/Q56232,Mesopotamian Arabic
http://www.wikidata.org/entity/Q2574767,Kamba
http://www.wikidata.org/entity/Q2638144,Sukuma
http://www.wikidata.org/entity/Q2605943,Mewati
http://www.wikidata.org/entity/Q56579,Taʽizzi-Adeni Arabic
http://www.wikidata.org/entity/Q56578,Sanʽani Arabic
http://www.wikidata.org/entity/Q56573,Sudanese Arabic
http://www.wikidata.org/entity/Q36850,Twi
http://www.wikidata.org/entity/Q36811,Sorani
http://www.wikidata.org/entity/Q699284,Upper Saxon
http://www.wikidata.org/entity/Q669431,Daknī
http://www.wikidata.org/entity/Q36163,Kurmanji
http://www.wikidata.org/entity/Q36213,Madurese
http://www.wikidata.org/entity/Q36129,Nigerian Fulfulde
http://www.wikidata.org/entity/Q36121,Kapampangan
http://www.wikidata.org/entity/Q36186,Maninka
http://www.wikidata.org/entity/Q34831,Bonol
http://www.wikidata.org/entity/Q35035,Adja
http://www.wikidata.org/entity/Q35978,Hiligaynon
http://www.wikidata.org/entity/Q1057898,Emilian
http://www.wikidata.org/entity/Q1199751,Kelantan-Pattani Malay
http://www.wikidata.org/entity/Q1294047,Sasak
http://www.wikidata.org/entity/Q180945,Western Armenian
http://www.wikidata.org/entity/Q49741,Central Atlas Tamazight
http://www.wikidata.org/entity/Q56231,Hassaniya Arabic
http://www.wikidata.org/entity/Q7930,Malagasy
http://www.wikidata.org/entity/Q36368,Kurdish
http://www.wikidata.org/entity/Q36284,Serer
http://www.wikidata.org/entity/Q934541,Hainanese
http://www.wikidata.org/entity/Q56482,Shan
http://www.wikidata.org/entity/Q56475,Hausa
http://www.wikidata.org/entity/Q1307730,South Bolivian Quechua
http://www.wikidata.org/entity/Q1364815,Karenic
http://www.wikidata.org/entity/Q1420205,Pulaar
http://www.wikidata.org/entity/Q306626,Austrian German
http://www.wikidata.org/entity/Q242648,Emilian–Romagnol
http://www.wikidata.org/entity/Q1641543,Romagnol
http://www.wikidata.org/entity/Q2085051,Tswa
http://www.wikidata.org/entity/Q1496597,Southern Kurdish
http://www.wikidata.org/entity/Q9035,Danish
http://www.wikidata.org/entity/Q765922,Nagpuri
http://www.wikidata.org/entity/Q633359,Dhundari
http://www.wikidata.org/entity/Q33417,Isan
http://www.wikidata.org/entity/Q33410,Haryanvi
http://www.wikidata.org/entity/Q33413,Malvi
http://www.wikidata.org/entity/Q100103,West Flemish
http://www.wikidata.org/entity/Q36236,Malayalam
http://www.wikidata.org/entity/Q58680,Pashto
http://www.wikidata.org/entity/Q35375,Edo
http://www.wikidata.org/entity/Q9067,Hungarian
http://www.wikidata.org/entity/Q9063,Slovene
http://www.wikidata.org/entity/Q178440,Dari
http://www.wikidata.org/entity/Q2426319,Bagri
http://www.wikidata.org/entity/Q2356364,Bagheli
http://www.wikidata.org/entity/Q2511476,Tày
http://www.wikidata.org/entity/Q188,German
http://www.wikidata.org/entity/Q36217,Lingala
http://www.wikidata.org/entity/Q33424,Iban
http://www.wikidata.org/entity/Q33492,Kurukh
http://www.wikidata.org/entity/Q9176,Korean
http://www.wikidata.org/entity/Q19933293,Northern Luri
http://www.wikidata.org/entity/Q3510366,Hadhrami Arabic
http://www.wikidata.org/entity/Q3515311,North Azerbaijani
http://www.wikidata.org/entity/Q3438770,Karai-karai
http://www.wikidata.org/entity/Q56356571,New Persian
http://www.wikidata.org/entity/Q9129,Greek
http://www.wikidata.org/entity/Q3307894,Hmong
http://www.wikidata.org/entity/Q3327828,Mundari
http://www.wikidata.org/entity/Q3502294,Nimadi
http://www.wikidata.org/entity/Q3513637,Iranian Persian
http://www.wikidata.org/entity/Q3502234,Northern Khmer
http://www.wikidata.org/entity/Q9072,Estonian
http://www.wikidata.org/entity/Q565110,Northern Thai
http://www.wikidata.org/entity/Q382273,Hindko
http://www.wikidata.org/entity/Q387066,Swiss German
http://www.wikidata.org/entity/Q9056,Czech
http://www.wikidata.org/entity/Q35379,Kam
http://www.wikidata.org/entity/Q35377,Efik
http://www.wikidata.org/entity/Q9142,Irish
http://www.wikidata.org/entity/Q9168,Persian
http://www.wikidata.org/entity/Q1775361,Gondi
http://www.wikidata.org/entity/Q2044560,Sylheti
http://www.wikidata.org/entity/Q1066787,Southern Uzbek
http://www.wikidata.org/entity/Q9186,Cantonese
http://www.wikidata.org/entity/Q3111668,Gun
http://www.wikidata.org/entity/Q2992857,Mewari
http://www.wikidata.org/entity/Q3241177,Rohingya
http://www.wikidata.org/entity/Q9199,Vietnamese
http://www.wikidata.org/entity/Q7918,Bulgarian
http://www.wikidata.org/entity/Q5146,Portuguese
http://www.wikidata.org/entity/Q33578,Igbo
http://www.wikidata.org/entity/Q3197533,Swahili
http://www.wikidata.org/entity/Q3236789,Muong
http://www.wikidata.org/entity/Q9217,Thai
http://www.wikidata.org/entity/Q3270727,Kiga
http://www.wikidata.org/entity/Q3244184,Antiguan and Barbudan Creole
http://www.wikidata.org/entity/Q7026,Catalan
http://www.wikidata.org/entity/Q33643,Makassar
http://www.wikidata.org/entity/Q9228,Burmese
http://www.wikidata.org/entity/Q3436689,Brazilian Sign Language
http://www.wikidata.org/entity/Q33657,Gilaki
http://www.wikidata.org/entity/Q8786,Alsatian
http://www.wikidata.org/entity/Q33717,Maguindanao
http://www.wikidata.org/entity/Q33720,Karay-a
http://www.wikidata.org/entity/Q33868,Meitei
http://www.wikidata.org/entity/Q9246,Mongolian
http://www.wikidata.org/entity/Q33864,Oromo
http://www.wikidata.org/entity/Q6433240,Sambalpuri
http://www.wikidata.org/entity/Q8054983,Yongbei Zhuang
http://www.wikidata.org/entity/Q12953177,Eastern Tamang
http://www.wikidata.org/entity/Q10961696,Congo Swahili
http://www.wikidata.org/entity/Q33754,Lombard
http://www.wikidata.org/entity/Q9058,Slovak
http://www.wikidata.org/entity/Q9252,Kazakh
http://www.wikidata.org/entity/Q9267,Turkmen
http://www.wikidata.org/entity/Q3449805,South Azerbaijani
http://www.wikidata.org/entity/Q5414796,Dholuo
http://www.wikidata.org/entity/Q5575236,Goan Konkani
http://www.wikidata.org/entity/Q6429269,Kongu Tamil
http://www.wikidata.org/entity/Q5555465,Ghanaian Pidgin English
http://www.wikidata.org/entity/Q6399808,Khalkha Mongolian
http://www.wikidata.org/entity/Q11732445,Merwari
http://www.wikidata.org/entity/Q7033959,Yue Chinese
http://www.wikidata.org/entity/Q5061628,Central Pashto
http://www.wikidata.org/entity/Q3915909,Negeri Sembilan Malay
http://www.wikidata.org/entity/Q33810,Odia
http://www.wikidata.org/entity/Q9091,Belarusian
http://www.wikidata.org/entity/Q33890,Northern Sotho
http://www.wikidata.org/entity/Q9083,Lithuanian
http://www.wikidata.org/entity/Q9027,Swedish
http://www.wikidata.org/entity/Q9255,Kyrgyz
http://www.wikidata.org/entity/Q9292,Azerbaijani
http://www.wikidata.org/entity/Q9264,Uzbek
http://www.wikidata.org/entity/Q9078,Latvian
http://www.wikidata.org/entity/Q9288,Hebrew
http://www.wikidata.org/entity/Q33976,Sardinian
http://www.wikidata.org/entity/Q33845,Neapolitan
http://www.wikidata.org/entity/Q9043,Norwegian
http://www.wikidata.org/entity/Q9192,Mandarin
http://www.wikidata.org/entity/Q9211,Lao
http://www.wikidata.org/entity/Q9205,Khmer
http://www.wikidata.org/entity/Q12361545,Standard Estonian
http://www.wikidata.org/entity/Q34014,Swazi
http://www.wikidata.org/entity/Q34137,Tswana
http://www.wikidata.org/entity/Q13220,Xiang Chinese
http://www.wikidata.org/entity/Q13263,Uyghur
http://www.wikidata.org/entity/Q13218,Xhosa
http://www.wikidata.org/entity/Q33990,Susu
http://www.wikidata.org/entity/Q13216,Zhuang
http://www.wikidata.org/entity/Q13207,Runyankole
http://www.wikidata.org/entity/Q9610,Bangla
http://www.wikidata.org/entity/Q13201,Romani
http://www.wikidata.org/entity/Q6654,Croatian
http://www.wikidata.org/entity/Q34174,Tarifit
http://www.wikidata.org/entity/Q34173,Luba-Kasai
http://www.wikidata.org/entity/Q34101,Tonga
http://www.wikidata.org/entity/Q34065,Tuareg
http://www.wikidata.org/entity/Q13267,Sinhala
http://www.wikidata.org/entity/Q9296,Macedonian
http://www.wikidata.org/entity/Q9299,Serbian
http://www.wikidata.org/entity/Q34124,Tigrinya
http://www.wikidata.org/entity/Q34235,Nuosu
http://www.wikidata.org/entity/Q13324,Minangkabau
http://www.wikidata.org/entity/Q34279,Waray
http://www.wikidata.org/entity/Q13389,Bashkir
http://www.wikidata.org/entity/Q10199,Zazaki
http://www.wikidata.org/entity/Q29401,Assamese
http://www.wikidata.org/entity/Q13356,Mazanderani
http://www.wikidata.org/entity/Q10179,Zulu
http://www.wikidata.org/entity/Q25433,Low German
http://www.wikidata.org/entity/Q14549,Scots
http://www.wikidata.org/entity/Q13955,Arabic
http://www.wikidata.org/entity/Q14196,Afrikaans
http://www.wikidata.org/entity/Q30005,Ewe
http://www.wikidata.org/entity/Q13275,Somali
http://www.wikidata.org/entity/Q25285,Tatar
http://www.wikidata.org/entity/Q7850,Chinese
http://www.wikidata.org/entity/Q27683,Acehnese
http://www.wikidata.org/entity/Q34290,Wu Chinese
http://www.wikidata.org/entity/Q32704,Venda
http://www.wikidata.org/entity/Q32730,Dogri
http://www.wikidata.org/entity/Q29919,Egyptian Arabic
http://www.wikidata.org/entity/Q33017,Toba Batak
http://www.wikidata.org/entity/Q13300,Nahuatl
http://www.wikidata.org/entity/Q13196,Rajasthani
http://www.wikidata.org/entity/Q33049,Balochi
http://www.wikidata.org/entity/Q27811,Afar
http://www.wikidata.org/entity/Q28244,Amharic
http://www.wikidata.org/entity/Q9307,Galician
http://www.wikidata.org/entity/Q32641,Valencian
http://www.wikidata.org/entity/Q32238,Dagbani
http://www.wikidata.org/entity/Q33158,Chhattisgarhi
http://www.wikidata.org/entity/Q33190,Bugis
http://www.wikidata.org/entity/Q33151,Banjar
http://www.wikidata.org/entity/Q15085,Piedmontese
http://www.wikidata.org/entity/Q33070,Balinese
http://www.wikidata.org/entity/Q33273,Chewa
http://www.wikidata.org/entity/Q32724,Venetian
http://www.wikidata.org/entity/Q33202,Brahui
http://www.wikidata.org/entity/Q33350,Chechen
http://www.wikidata.org/entity/Q29540,Bavarian
http://www.wikidata.org/entity/Q33268,Bhojpuri
http://www.wikidata.org/entity/Q33229,Bhili
http://www.wikidata.org/entity/Q28026,Akan
http://www.wikidata.org/entity/Q25167,Bokmål
http://www.wikidata.org/entity/Q33223,Bodo
http://www.wikidata.org/entity/Q33025,Beja
http://www.wikidata.org/entity/Q33052,Bemba
http://www.wikidata.org/entity/Q33173,Chittagonian
http://www.wikidata.org/entity/Q22809485,North Levantine Arabic
http://www.wikidata.org/entity/Q16112855,Southern Pashto
http://www.wikidata.org/entity/Q12642194,Northern Pashto
http://www.wikidata.org/entity/Q33375,Hakka Chinese
http://www.wikidata.org/entity/Q33398,Hazaragi
http://www.wikidata.org/entity/Q29579,Awadhi
http://www.wikidata.org/entity/Q33368,Luganda
http://www.wikidata.org/entity/Q33219,Banyumasan Javanese
http://www.wikidata.org/entity/Q33239,Cebuano
http://www.wikidata.org/entity/Q32706,Dioula
http://www.wikidata.org/entity/Q33270,Ho
http://www.wikidata.org/entity/Q33291,Fon
http://www.wikidata.org/entity/Q33284,Central Bikol
http://www.wikidata.org/entity/Q33274,Shawiya
http://www.wikidata.org/entity/Q33243,Bambara
http://www.wikidata.org/entity/Q55633582,South Levantine Arabic
http://www.wikidata.org/entity/Q65455884,Marwari
http://www.wikidata.org/entity/Q33813,Miao
http://www.wikidata.org/entity/Q110276967,Ciamis Sundanese
http://www.wikidata.org/entity/Q17993025,Standard Persian
http://www.wikidata.org/entity/Q10867404,Sabah Malay
http://www.wikidata.org/entity/Q25268,Afroasiatic
http://www.wikidata.org/entity/Q36094,Kanuri
http://www.wikidata.org/entity/Q56312,Marwari
http://www.wikidata.org/entity/Q180937,Tosk
